customer_id,full_name,age,monthly_income,employment_years,credit_score,debt_to_income,region,customer_segment,risk_segment
1652,Pamela Victoria Angulo Ledesma,30,161.76,5,633,0.37,Guanajuato,Economic,High Risk
1653,Federico Pacheco Sanabria,29,214.7,2,503,0.38,Guanajuato,Economic,High Risk
1654,Porfirio Camilo Oquendo,27,249.86,4,623,0.26,Aguascalientes,Economic,High Risk
1655,Sandra Dávila Avilés,68,108.96,13,655,0.34,Yucatán,Economic,Medium Risk
1656,Dra. Elvia Haro,47,521.0,0,647,0.28,Nuevo León,Economic,High Risk
1657,Georgina Ochoa Paz,38,271.36,8,584,0.44,Guanajuato,Economic,High Risk
1658,Jos Vaca Aguilar,38,185.97,5,660,0.3,Tamaulipas,Economic,Medium Risk
1659,Luis Manuel Pabón Rosales,53,156.14,7,666,0.14,Baja California Sur,Economic,Medium Risk
1660,Alvaro Mauricio Sánchez,32,146.0,5,544,0.3,Jalisco,Economic,High Risk
1661,Ignacio Abrego,66,472.01,16,543,0.2,Jalisco,Economic,High Risk
1662,Srita. Mitzy Velásquez,23,294.96,0,560,0.36,Aguascalientes,Economic,High Risk
1663,Óscar Benjamín Curiel,58,399.74,30,621,0.18,Guerrero,Economic,High Risk
1664,José Manuél Corrales,29,295.38,2,666,0.18,Nuevo León,Economic,Medium Risk
1665,Jorge Luis Uriel Mesa,44,381.36,7,561,0.55,Tlaxcala,Economic,High Risk
1666,Alonso Gustavo Barraza Garibay,49,129.91,12,670,0.21,Tlaxcala,Economic,Medium Risk
1667,Sr. Gabino Núñez,64,259.9,43,558,0.11,Distrito Federal,Economic,High Risk
1668,Marco Antonio Carrión Montañez,45,111.56,5,557,0.24,Chihuahua,Economic,High Risk
1669,Ramón Cazares Gálvez,62,155.18,3,581,0.18,Querétaro,Economic,High Risk
1670,Gustavo Uriel Gurule Flórez,37,293.13,18,601,0.31,Sonora,Economic,High Risk
1671,Alfredo Rosales Durán,34,385.27,5,573,0.33,Tamaulipas,Economic,High Risk
1672,Lic. Esmeralda Correa,43,203.98,12,529,0.52,Hidalgo,Economic,High Risk
1673,Pablo Israel Pantoja Cisneros,44,211.19,5,507,0.49,Nayarit,Economic,High Risk
1674,Violeta Viera,60,283.24,4,659,0.24,Quintana Roo,Economic,Medium Risk
1675,Alta  Gracia Serrano Cavazos,66,219.25,8,678,0.47,Hidalgo,Economic,Medium Risk
1676,Tania Margarita Cortez Chavarría,51,133.13,13,657,0.23,Coahuila de Zaragoza,Economic,Medium Risk
1677,Srita. Itzel Fajardo,51,141.72,4,565,0.55,Morelos,Economic,High Risk
1678,Juana Florencia Maya,38,137.87,8,565,0.59,Querétaro,Economic,High Risk
1679,Dr. Gustavo Zarate,32,277.26,1,575,0.49,Puebla,Economic,High Risk
1680,Florencia Batista,24,241.61,1,551,0.11,Chiapas,Economic,High Risk
1681,Rocío Rascón Loya,57,207.89,19,580,0.36,San Luis Potosí,Economic,High Risk
1682,Mariana Ana Porras,45,414.46,19,509,0.2,Colima,Economic,High Risk
1683,María Teresa Jasso Quintero,38,168.36,15,517,0.56,Nayarit,Economic,High Risk
1684,Lourdes Cardenas Orta,51,147.79,28,511,0.17,Puebla,Economic,High Risk
1685,Yuridia Hilda Duarte Olivárez,45,232.74,8,506,0.2,Tlaxcala,Economic,High Risk
1686,Fernando Mercado Villa,28,223.65,2,597,0.23,Yucatán,Economic,High Risk
1687,Adalberto Ángel Pabón,51,266.9,9,623,0.36,Chihuahua,Economic,High Risk
1688,Jos Santiago,65,380.98,39,658,0.48,Puebla,Economic,Medium Risk
1689,Lic. Carlota Briones,37,281.17,5,570,0.1,Quintana Roo,Economic,High Risk
1690,Irene Ana Limón Merino,39,389.35,9,624,0.45,Michoacán de Ocampo,Economic,High Risk
1691,Carla Aparicio,31,152.37,7,595,0.34,Coahuila de Zaragoza,Economic,High Risk
1692,Benito Teodoro Cano Acevedo,59,250.26,24,552,0.19,Quintana Roo,Economic,High Risk
1693,Tomás Peralta Santana,47,165.56,20,560,0.42,Colima,Economic,High Risk
1694,Emiliano Caraballo Gamez,41,437.6,0,680,0.25,Jalisco,Economic,Medium Risk
1695,Hugo Medina Amador,35,175.37,2,512,0.32,Baja California Sur,Economic,High Risk
1696,Óliver Escobar,47,139.33,2,510,0.19,Guanajuato,Economic,High Risk
1697,Andrea Fajardo,37,188.94,7,557,0.15,Jalisco,Economic,High Risk
1698,Dr. Julio Cotto,68,144.05,28,535,0.17,Campeche,Economic,High Risk
1699,Mauro Joaquín Moreno Tirado,48,173.89,15,534,0.31,Jalisco,Economic,High Risk
1700,Armando Solorzano Nava,39,137.1,18,642,0.21,Distrito Federal,Economic,High Risk
1701,Isabela Sonia Lebrón,29,436.25,1,524,0.26,Hidalgo,Economic,High Risk
1702,Sra. Claudia Armas,21,273.59,1,658,0.56,Baja California,Economic,Medium Risk
1703,Abril Flórez Bustamante,59,210.21,4,506,0.36,Guanajuato,Economic,High Risk
1704,Humberto Almaraz,69,252.18,14,659,0.16,Baja California,Economic,Medium Risk
1705,Rosalia Rebeca Juárez Guerra,69,234.19,13,554,0.51,Morelos,Economic,High Risk
1706,Evelio Evelio Sauceda,60,458.15,1,655,0.42,Veracruz de Ignacio de la Llave,Economic,Medium Risk
1707,Dr. Bernardo Méndez,51,318.28,10,633,0.58,Sinaloa,Economic,High Risk
1708,Martín Abraham Calderón,66,186.05,1,589,0.55,Morelos,Economic,High Risk
1709,Irma Salma Acuña,70,460.62,29,563,0.17,Durango,Economic,High Risk
1710,Julio Luis Miguel Alcala Nieves,45,148.57,12,528,0.1,Oaxaca,Economic,High Risk
1711,Lic. Juan Carlos Amador,50,225.07,26,669,0.11,San Luis Potosí,Economic,Medium Risk
1712,Cristal Cardona,33,110.51,9,664,0.45,México,Economic,Medium Risk
1713,Gabriela Fonseca Peralta,35,145.28,4,650,0.41,San Luis Potosí,Economic,Medium Risk
1714,Dra. Verónica Elizondo,30,179.05,2,634,0.56,San Luis Potosí,Economic,High Risk
1715,Jacinto Gabino Amador Ramón,54,173.16,6,515,0.56,Baja California,Economic,High Risk
1716,Daniela Juárez Alejandro,22,188.22,0,587,0.14,Sonora,Economic,High Risk
1717,Antonio Jáquez Rincón,33,277.91,11,559,0.23,Quintana Roo,Economic,High Risk
1718,Sergio Cristobal Viera Medrano,31,204.14,8,667,0.18,Querétaro,Economic,Medium Risk
1719,Nancy Melgar,62,173.08,19,543,0.33,Sinaloa,Economic,High Risk
1720,Alonso Soliz,68,236.09,42,524,0.54,Yucatán,Economic,High Risk
1721,María Elena Frías,25,273.93,0,558,0.35,Distrito Federal,Economic,High Risk
1722,Víctor Claudio Caballero,61,122.35,1,544,0.41,Morelos,Economic,High Risk
1723,Ing. Nancy Ordóñez,23,247.91,0,584,0.25,Chihuahua,Economic,High Risk
1724,Olga Caridad Beltrán,45,273.35,18,637,0.37,San Luis Potosí,Economic,High Risk
1725,Lic. Yeni Curiel,67,260.22,4,524,0.41,Tlaxcala,Economic,High Risk
1726,Minerva Limón Valles,28,233.62,5,663,0.55,Hidalgo,Economic,Medium Risk
1727,Srita. Virginia Zepeda,43,434.89,19,664,0.27,Aguascalientes,Economic,Medium Risk
1728,Graciela Cristina Godínez Corrales,57,193.37,26,642,0.52,Distrito Federal,Economic,High Risk
1729,Lic. Armando Figueroa,55,200.91,11,533,0.27,Hidalgo,Economic,High Risk
1730,Dra. María José de la Rosa,49,550.0,21,659,0.56,Yucatán,Economic,Medium Risk
1731,Minerva Garica Granados,38,176.47,13,598,0.15,Baja California,Economic,High Risk
1732,Barbara Cantú Arriaga,34,261.79,8,522,0.4,México,Economic,High Risk
1733,Srita. Dalia Lara,24,111.51,5,521,0.34,Quintana Roo,Economic,High Risk
1734,Elias Omar Robledo,22,326.23,0,641,0.48,Aguascalientes,Economic,High Risk
1735,Cecilia Dalia Farías Sandoval,39,214.23,5,544,0.37,Colima,Economic,High Risk
1736,Débora Espinal,36,155.38,5,627,0.33,Morelos,Economic,High Risk
1737,Dr. Juan Carlos Tovar,61,181.1,9,663,0.39,México,Economic,Medium Risk
1738,Dr. Juan Jaramillo,27,104.54,0,534,0.2,Morelos,Economic,High Risk
1739,Emiliano Mondragón,62,313.93,27,502,0.33,Durango,Economic,High Risk
1740,María del Carmen Isabela Brito,26,278.63,1,560,0.3,Michoacán de Ocampo,Economic,High Risk
1741,Srita. Andrea Guajardo,58,188.01,25,678,0.38,Durango,Economic,Medium Risk
1742,Esperanza Cervantes,37,247.95,7,606,0.49,Jalisco,Economic,High Risk
1743,Ing. María Teresa Caballero,43,282.55,7,602,0.29,México,Economic,High Risk
1744,Karina Rascón Lucero,34,102.38,0,667,0.3,Oaxaca,Economic,Medium Risk
1745,Norma Matos,55,170.8,9,673,0.52,Veracruz de Ignacio de la Llave,Economic,Medium Risk
1746,Hermelinda Pamela Valadez Tovar,38,366.97,13,534,0.21,Hidalgo,Economic,High Risk
1747,Magdalena Laura Bravo,62,433.98,23,607,0.55,San Luis Potosí,Economic,High Risk
1748,Alejandro Camilo Vega,34,135.45,3,591,0.34,Michoacán de Ocampo,Economic,High Risk
1749,Luis Roberto Duarte Guillen,24,401.02,2,606,0.51,Durango,Economic,High Risk
1750,Sessa Isabela Reséndez Carbajal,39,130.37,12,524,0.39,Coahuila de Zaragoza,Economic,High Risk
1751,Angélica Vergara Sandoval,48,343.18,11,623,0.11,Tamaulipas,Economic,High Risk
1752,Tania Casillas Meza,31,216.57,7,625,0.38,Nayarit,Economic,High Risk
1753,Rolando Jonás Anaya,49,76.55,14,531,0.37,Guanajuato,Economic,High Risk
1754,Joaquín Iván Escobedo,45,336.47,25,663,0.34,Baja California Sur,Economic,Medium Risk
1755,Elisa Sessa Amaya Rentería,22,272.34,0,670,0.38,Baja California,Economic,Medium Risk
1756,Victoria Laura Arredondo,58,474.64,19,601,0.52,Tamaulipas,Economic,High Risk
1757,Martha Valadez,51,385.47,24,609,0.56,Guanajuato,Economic,High Risk
1758,Homero Lorenzo León,24,260.64,5,534,0.24,San Luis Potosí,Economic,High Risk
1759,Evelio Marcos Ulloa,54,286.56,20,531,0.48,Zacatecas,Economic,High Risk
1760,Victoria Nelly Zaragoza,54,170.21,27,601,0.27,Chihuahua,Economic,High Risk
1761,Lic. Paola Ontiveros,63,,34,518,0.37,Quintana Roo,Economic,High Risk
1762,Guillermo Abrego,52,324.93,27,669,0.38,Distrito Federal,Economic,Medium Risk
1763,Dra. Andrea Serrato,30,,5,566,0.1,Guerrero,Economic,High Risk
1764,Sra. Anel Sierra,23,162.87,0,665,0.2,Sinaloa,Economic,Medium Risk
1765,Gregorio Aragón,70,254.5,39,580,0.18,Colima,Economic,High Risk
1766,Dra. Lilia Zepeda,58,85.7,4,592,0.18,Tlaxcala,Economic,High Risk
1767,Salvador Alfredo Prieto Cavazos,61,267.65,12,540,0.43,Chiapas,Economic,High Risk
1768,Luz Cortez,23,138.42,2,540,0.16,Sinaloa,Economic,High Risk
1769,Reynaldo José Eduardo Cano Noriega,22,,0,614,0.17,Colima,Economic,High Risk
1770,Lourdes Perla Reyes Pacheco,21,211.16,0,563,0.47,Sinaloa,Economic,High Risk
1771,Juan Carlos Reséndez,39,499.63,0,627,0.56,Yucatán,Economic,High Risk
1772,Reina Carmen Peres,43,168.31,8,637,0.18,Jalisco,Economic,High Risk
1773,Porfirio Paz,34,99.65,14,631,0.21,Colima,Economic,High Risk
1774,Lic. Pascual Campos,64,194.24,27,527,0.18,Guerrero,Economic,High Risk
1775,Jacobo Alfonso Zúñiga,31,206.66,1,513,0.48,Oaxaca,Economic,High Risk
1776,José Eduardo Rodolfo Barrientos Gamez,62,195.3,19,662,0.11,Distrito Federal,Economic,Medium Risk
1777,Angélica Velázquez Arenas,46,445.34,10,621,0.21,Baja California,Economic,High Risk
1778,Rafaél Samaniego Mejía,26,314.51,2,560,0.26,Nuevo León,Economic,High Risk
1779,Isabel Colunga,34,138.37,13,610,0.49,Yucatán,Economic,High Risk
1780,Yolanda Marcela Solorio Ordóñez,50,534.96,14,516,0.18,Hidalgo,Economic,High Risk
1781,Gabriela Aguirre,65,222.17,35,658,0.34,Veracruz de Ignacio de la Llave,Economic,Medium Risk
1782,Esther Rivera Carrillo,38,141.61,7,609,0.55,Sinaloa,Economic,High Risk
1783,Esperanza Barbara Vargas,24,170.13,1,608,0.16,Tlaxcala,Economic,High Risk
1784,Jacobo Ignacio Irizarry,55,135.31,26,675,0.38,Guanajuato,Economic,Medium Risk
1785,Jacobo Jerónimo Esquibel Rolón,30,172.77,3,644,0.59,Chihuahua,Economic,High Risk
1786,Srita. Elsa Sáenz,67,214.57,6,590,0.58,Nayarit,Economic,High Risk
1787,Aurelio Horacio Nazario,65,200.4,37,628,0.28,Baja California Sur,Economic,High Risk
1788,Ing. Julio Rendón,48,231.27,22,614,0.16,Tamaulipas,Economic,High Risk
1789,José Luis Quezada,64,339.35,11,539,0.12,Campeche,Economic,High Risk
1790,Rodolfo Isaac Solano Padilla,38,266.42,15,601,0.18,Michoacán de Ocampo,Economic,High Risk
1791,Espartaco Óliver Oquendo,43,313.72,11,543,0.51,Querétaro,Economic,High Risk
1792,Josefina Ariadna Arteaga,48,94.14,14,680,0.55,Michoacán de Ocampo,Economic,Medium Risk
1793,Esmeralda Gómez,59,228.82,1,628,0.14,Sonora,Economic,High Risk
1794,Frida Espinosa,50,155.78,23,529,0.42,Chihuahua,Economic,High Risk
1795,Srita. Norma Polanco,57,242.88,9,585,0.3,Michoacán de Ocampo,Economic,High Risk
1796,Timoteo Córdova,39,142.78,2,646,0.52,Yucatán,Economic,High Risk
1797,Elvira Amalia Aponte,33,66.15,4,513,0.44,Guanajuato,Economic,High Risk
1798,Héctor Iván Molina,32,173.6,14,511,0.33,Guerrero,Economic,High Risk
1799,Dr. Carlos Gamboa,55,362.75,9,598,0.4,Puebla,Economic,High Risk
1800,Dulce María Carbajal Patiño,47,236.55,12,608,0.42,Jalisco,Economic,High Risk
1801,Nicolás Fidel Barreto,44,339.02,21,624,0.35,Aguascalientes,Economic,High Risk
1802,Dra. Concepción Henríquez,30,322.34,1,579,0.27,Tabasco,Economic,High Risk
1803,Berta Francisca Robles Galarza,55,249.1,11,600,0.14,Oaxaca,Economic,High Risk
1804,Srita. Victoria Quezada,54,95.7,2,502,0.36,Quintana Roo,Economic,High Risk
1805,Lic. Gerardo Ballesteros,49,191.9,12,579,0.55,Querétaro,Economic,High Risk
1806,Nelly Trinidad Gutiérrez León,60,264.71,29,581,0.31,Sonora,Economic,High Risk
1807,Indira Silvia Trejo,41,277.97,14,665,0.2,Quintana Roo,Economic,Medium Risk
1808,Asunción Lilia Casárez,66,275.34,26,619,0.2,Oaxaca,Economic,High Risk
1809,Fabiola Espinal Marroquín,46,132.68,1,676,0.25,Chiapas,Economic,Medium Risk
1810,Dulce María Escobedo Verdugo,45,258.14,23,514,0.56,Chihuahua,Economic,High Risk
1811,Lic. Mario Cortés,34,119.43,1,666,0.59,Puebla,Economic,Medium Risk
1812,Pamela Campos Montero,45,298.29,17,550,0.31,Quintana Roo,Economic,High Risk
1813,Alvaro Lemus,36,202.34,15,619,0.56,Sinaloa,Economic,High Risk
1814,Felix Abraham Palomino Ceballos,58,85.98,11,659,0.26,Quintana Roo,Economic,Medium Risk
1815,Ing. Eugenio Ávalos,23,302.26,0,513,0.15,Baja California,Economic,High Risk
1816,Delia Anel Baeza,59,361.85,35,510,0.32,Tlaxcala,Economic,High Risk
1817,Ramón Emiliano Tejeda Ríos,44,164.75,20,543,0.52,Baja California,Economic,High Risk
1818,Lic. Martha Jáquez,42,192.58,24,572,0.48,Guanajuato,Economic,High Risk
1819,José Bernabé Casares Arroyo,29,243.54,4,514,0.54,Sonora,Economic,High Risk
1820,Alfredo Diego Delgadillo,36,250.07,6,526,0.39,Michoacán de Ocampo,Economic,High Risk
1821,Salvador Manuel Montalvo Rosas,62,364.68,6,673,0.17,Zacatecas,Economic,Medium Risk
1822,Pamela Benavídez,36,262.66,0,674,0.19,Oaxaca,Economic,Medium Risk
1823,Virginia Laureano,55,366.8,24,513,0.36,Baja California Sur,Economic,High Risk
1824,Josefina Sonia Henríquez,56,294.9,31,663,0.43,Sonora,Economic,Medium Risk
1825,Susana Salas Velasco,66,128.23,22,651,0.2,México,Economic,Medium Risk
1826,Rafaél Eloy Vaca Noriega,33,239.25,6,504,0.39,Chiapas,Economic,High Risk
1827,Pablo Homero de la O Espino,27,108.89,2,664,0.29,Veracruz de Ignacio de la Llave,Economic,Medium Risk
1828,Sr. Felix Ávila,23,169.47,0,629,0.29,San Luis Potosí,Economic,High Risk
1829,Ing. Adalberto Jaime,39,240.96,2,664,0.52,San Luis Potosí,Economic,Medium Risk
1830,Dalia Flores Cornejo,70,268.44,24,602,0.55,Sonora,Economic,High Risk
1831,Ángel Cordero,45,164.76,7,511,0.22,Jalisco,Economic,High Risk
1832,Claudio Baca Domínguez,48,106.96,19,605,0.19,Chiapas,Economic,High Risk
1833,Abelardo Valdés Espinal,34,390.46,3,606,0.22,Guerrero,Economic,High Risk
1834,Dra. Socorro Gamboa,67,339.7,25,557,0.45,Tlaxcala,Economic,High Risk
1835,Dr. Gustavo Orozco,26,260.22,6,653,0.1,Jalisco,Economic,Medium Risk
1836,Minerva Estefanía Fernández Saavedra,24,344.19,3,547,0.52,Baja California,Economic,High Risk
1837,Francisco Javier Juan Carreón,67,243.76,3,613,0.46,Sonora,Economic,High Risk
1838,Esmeralda del Río Luna,62,215.66,2,673,0.38,Yucatán,Economic,Medium Risk
1839,Catalina Camacho,41,240.73,4,666,0.54,México,Economic,Medium Risk
1840,Soledad Murillo Paredes,27,355.6,6,583,0.26,Tamaulipas,Economic,High Risk
1841,Eugenio Víctor Sotelo Grijalva,29,274.31,1,648,0.59,Durango,Economic,High Risk
1842,Rafaél Puga,52,351.66,2,589,0.13,Tlaxcala,Economic,High Risk
1843,Luis Manuel Jorge Luis Granados,55,531.2,18,587,0.52,México,Economic,High Risk
1844,Olivia Armas,34,199.12,1,583,0.16,Michoacán de Ocampo,Economic,High Risk
1845,Nelly Bernal,49,176.75,13,509,0.51,Guerrero,Economic,High Risk
1846,Augusto Augusto Archuleta,38,172.45,14,622,0.58,Baja California,Economic,High Risk
1847,Julio Moreno,47,202.23,15,592,0.13,Durango,Economic,High Risk
1848,Aldo Alemán Castro,35,132.75,8,519,0.55,México,Economic,High Risk
1849,Virginia Ilse Aguilera Juárez,63,165.73,30,672,0.5,Michoacán de Ocampo,Economic,Medium Risk
1850,Mariana Amanda Jaramillo Lozano,69,361.08,13,575,0.55,Hidalgo,Economic,High Risk
1851,Srita. Inés Quiroz,36,173.17,4,556,0.16,Coahuila de Zaragoza,Economic,High Risk
1852,Gilberto Palomo Vásquez,33,120.16,12,535,0.23,México,Economic,High Risk
1853,Mayte Ochoa Sepúlveda,42,299.19,21,652,0.37,Tabasco,Economic,Medium Risk
1854,Cornelio Montaño Domínguez,31,114.2,7,536,0.33,Colima,Economic,High Risk
1855,Elsa Lemus,38,96.73,3,641,0.15,Guanajuato,Economic,High Risk
1856,Lic. Genaro Padilla,33,137.85,3,510,0.38,Distrito Federal,Economic,High Risk
1857,Martha Ana Luisa Cardenas,27,377.37,2,669,0.27,Tlaxcala,Economic,Medium Risk
1858,Guillermina Olivia Paredes Salgado,43,139.31,9,609,0.56,Durango,Economic,High Risk
1859,Sr. Martín Zúñiga,64,123.56,5,545,0.42,Querétaro,Economic,High Risk
1860,Natividad Leticia Madrigal Fuentes,27,166.74,0,535,0.52,Chiapas,Economic,High Risk
1861,Nadia Nelly Moreno Aguilera,28,224.1,6,516,0.36,Tabasco,Economic,High Risk
1862,José Emilio Salvador Lira Fajardo,39,329.84,6,648,0.39,Nayarit,Economic,High Risk
1863,María Briseño Vanegas,42,267.11,22,679,0.15,Baja California Sur,Economic,Medium Risk
1864,Lorenzo Carrera,64,193.99,3,645,0.17,Sinaloa,Economic,High Risk
1865,Aldonza Rosalia Sarabia Rendón,25,191.59,5,506,0.23,Puebla,Economic,High Risk
1866,Soledad Porras,37,222.75,5,670,0.45,Michoacán de Ocampo,Economic,Medium Risk
1867,Irma Amanda Nieto,49,154.99,6,625,0.12,Tamaulipas,Economic,High Risk
1868,Cristian Augusto Aguilar Anaya,32,168.0,7,671,0.58,Guerrero,Economic,Medium Risk
1869,Aurora Soria Valencia,34,204.38,1,605,0.18,Sonora,Economic,High Risk
1870,Cristobal Daniel Rocha Pulido,35,242.3,14,565,0.16,Zacatecas,Economic,High Risk
1871,Alberto Mesa Carrero,64,293.88,14,617,0.51,Guerrero,Economic,High Risk
1872,Ing. Julio Luna,39,91.89,21,554,0.5,Baja California Sur,Economic,High Risk
1873,Francisco Javier Zeferino Villalobos,46,288.68,2,614,0.23,Sonora,Economic,High Risk
1874,Paola García Alvarado,60,121.85,2,517,0.19,Zacatecas,Economic,High Risk
1875,Georgina Peralta Puga,45,315.81,7,574,0.47,México,Economic,High Risk
1876,Tania Tejeda,32,482.44,10,652,0.53,Campeche,Economic,Medium Risk
1877,Dulce María Liliana Aguayo Jiménez,53,224.98,25,506,0.44,Baja California Sur,Economic,High Risk
1878,Julia Rosario Angulo,53,121.16,12,618,0.41,Distrito Federal,Economic,High Risk
1879,Fidel Mondragón,65,267.94,32,576,0.48,Aguascalientes,Economic,High Risk
1880,María del Carmen Cortés,30,113.07,0,537,0.57,Guanajuato,Economic,High Risk
1881,Gerardo Urrutia,60,168.69,32,592,0.26,Veracruz de Ignacio de la Llave,Economic,High Risk
1882,Estela Salinas,51,199.84,19,584,0.35,Zacatecas,Economic,High Risk
1883,Alfonso Garica,31,200.84,11,573,0.52,Morelos,Economic,High Risk
1884,Ing. Sessa Varela,52,356.07,17,614,0.3,Campeche,Economic,High Risk
1885,Anabel Trujillo,51,244.97,13,608,0.12,Coahuila de Zaragoza,Economic,High Risk
1886,Lic. Carolina Lira,50,269.93,23,588,0.52,Morelos,Economic,High Risk
1887,Javier Marcos Mares,38,365.05,5,660,0.16,Zacatecas,Economic,Medium Risk
1888,José Manuél Amador Alemán,29,208.19,4,532,0.43,Tlaxcala,Economic,High Risk
1889,Citlali Rosas,22,198.33,2,669,0.24,Quintana Roo,Economic,Medium Risk
1890,René Pablo Posada Saldivar,56,214.42,17,563,0.29,Jalisco,Economic,High Risk
1891,Delia Estrada Peres,62,295.71,1,602,0.42,Chihuahua,Economic,High Risk
1892,José Arellano Quezada,44,291.41,22,545,0.58,Durango,Economic,High Risk
1893,Lic. Rufino Barraza,26,133.57,0,530,0.47,Michoacán de Ocampo,Economic,High Risk
1894,Magdalena Paola Saavedra Villa,53,299.17,8,554,0.34,Distrito Federal,Economic,High Risk
1895,Augusto Ramón Rocha,21,320.97,0,651,0.5,Guanajuato,Economic,Medium Risk
1896,Sr. José Carlos Rentería,39,199.14,5,569,0.4,Campeche,Economic,High Risk
1897,Claudio Rangel,46,348.54,4,661,0.14,Distrito Federal,Economic,Medium Risk
1898,José María Garay Menéndez,33,398.02,9,622,0.2,Tlaxcala,Economic,High Risk
1899,Luis Miguel Piña Olivas,66,303.47,14,679,0.51,Oaxaca,Economic,Medium Risk
1900,Patricia Noelia Almaraz,43,390.51,21,514,0.38,Sonora,Economic,High Risk
1901,María Eugenia Abreu,23,284.17,0,622,0.11,Nayarit,Economic,High Risk
1902,Débora Pamela Villaseñor,40,158.42,3,614,0.15,Baja California Sur,Economic,High Risk
1903,Rosario María Luisa Rendón,31,440.68,6,647,0.4,Baja California,Economic,High Risk
1904,Gerónimo Ruelas Casanova,23,312.07,3,565,0.26,San Luis Potosí,Economic,High Risk
1905,María Teresa Sauceda Alonzo,40,314.98,5,641,0.23,Michoacán de Ocampo,Economic,High Risk
1906,Leonardo Chacón,43,277.29,17,535,0.42,Oaxaca,Economic,High Risk
1907,Pascual Niño Reséndez,47,147.51,18,664,0.5,Sinaloa,Economic,Medium Risk
1908,Emiliano Federico Laboy Meléndez,56,124.17,33,638,0.54,Tlaxcala,Economic,High Risk
1909,Eugenio Humberto Carrillo,32,192.76,3,552,0.11,Hidalgo,Economic,High Risk
1910,Natalia Badillo,37,284.21,15,574,0.19,Guanajuato,Economic,High Risk
1911,Lic. Alonso Barraza,36,174.31,6,658,0.5,Nayarit,Economic,Medium Risk
1912,Noelia Jaime Gastélum,62,398.49,34,676,0.34,Chihuahua,Economic,Medium Risk
1913,Benjamín Porfirio Garica Segura,68,146.43,43,562,0.1,México,Economic,High Risk
1914,Vanesa Isabel Salinas Vallejo,36,286.32,10,621,0.23,Campeche,Economic,High Risk
1915,Emilia Hermelinda Torres,64,243.89,11,582,0.21,Querétaro,Economic,High Risk
1916,Graciela Estela Robledo Cardenas,43,126.19,10,664,0.36,Yucatán,Economic,Medium Risk
1917,Francisco Javier Samuel Alba Batista,35,178.91,12,599,0.54,Quintana Roo,Economic,High Risk
1918,Bernabé Baca,55,198.06,4,507,0.15,México,Economic,High Risk
1919,Jesús Caldera Crespo,22,90.86,2,612,0.36,Distrito Federal,Economic,High Risk
1920,Armando Tapia,25,132.54,3,558,0.11,Querétaro,Economic,High Risk
1921,Julio Gerardo Rico,48,272.35,20,612,0.23,Durango,Economic,High Risk
1922,Salma Angélica Villareal Loera,36,271.62,10,621,0.35,Jalisco,Economic,High Risk
1923,Juana Ávila,40,282.79,16,517,0.33,Aguascalientes,Economic,High Risk
1924,Catalina Minerva Medrano Camacho,37,72.62,8,599,0.36,Nayarit,Economic,High Risk
1925,Martha Núñez Alcala,54,134.61,0,654,0.48,Veracruz de Ignacio de la Llave,Economic,Medium Risk
1926,Ing. Georgina Leyva,23,235.66,2,656,0.44,Chihuahua,Economic,Medium Risk
1927,Flavio Andrés Lucio Navarrete,55,305.79,26,645,0.42,Guanajuato,Economic,High Risk
1928,Alma Téllez,52,242.61,11,503,0.6,Chiapas,Economic,High Risk
1929,Zeferino Raúl Holguín Ruelas,44,328.34,6,666,0.22,Querétaro,Economic,Medium Risk
1930,Timoteo Gollum,26,509.59,5,646,0.48,Hidalgo,Economic,High Risk
1931,Ing. Alejandro Padilla,55,291.48,27,510,0.6,Tlaxcala,Economic,High Risk
1932,Delia Piña,69,333.45,8,511,0.48,Chiapas,Economic,High Risk
1933,Nancy Villagómez Paz,49,379.14,1,594,0.44,Quintana Roo,Economic,High Risk
1934,Lic. Marcela de Jesús,38,122.06,7,609,0.58,Morelos,Economic,High Risk
1935,Andrés Velázquez Feliciano,49,193.57,7,613,0.42,Guerrero,Economic,High Risk
1936,Miguel Ángel Villalpando,27,100.17,4,557,0.52,Guerrero,Economic,High Risk
1937,Elvira Caridad Laureano Rojo,37,153.09,14,517,0.3,Baja California,Economic,High Risk
1938,Luis Manuel Girón Delgado,35,211.36,8,518,0.36,Sonora,Economic,High Risk
1939,Martha Nancy Sandoval,46,215.28,3,666,0.53,Hidalgo,Economic,Medium Risk
1940,Ignacio Francisco Calvillo,27,147.99,6,664,0.17,Chihuahua,Economic,Medium Risk
1941,Daniel Serrato,39,188.18,0,596,0.17,México,Economic,High Risk
1942,Ana Luisa Mónica Villanueva Rodarte,66,177.47,3,572,0.38,Oaxaca,Economic,High Risk
1943,Delia Berríos,50,263.76,2,582,0.29,Sonora,Economic,High Risk
1944,Arcelia Rodríquez,52,320.82,23,595,0.58,Coahuila de Zaragoza,Economic,High Risk
1945,Alberto de la Crúz,55,246.33,13,555,0.13,Querétaro,Economic,High Risk
1946,Araceli Cristina Cavazos Matos,38,145.09,0,673,0.35,Yucatán,Economic,Medium Risk
1947,Estela Reynoso,58,,15,676,0.13,San Luis Potosí,Economic,Medium Risk
1948,Dr. Reynaldo Crespo,49,133.37,16,665,0.39,Hidalgo,Economic,Medium Risk
1949,Lic. César Bañuelos,29,143.94,3,672,0.2,Aguascalientes,Economic,Medium Risk
